subject_id,label,source_file,channel,window_index,start_s,end_s,annotation_event,annotation_stage,annotation_location,signal_transform,n_samples,duration_s,mean,std,min,max,ptp,rms,line_length,zero_crossing_rate,sample_entropy,skewness,kurtosis,hjorth_mobility,hjorth_complexity,bp_delta,rel_bp_delta,bp_theta,rel_bp_theta,bp_alpha,rel_bp_alpha,bp_beta,rel_bp_beta,rectified_mean,rectified_std,envelope_mean,envelope_std,envelope_cv,burst_fraction,burst_rate_hz,p95_abs,ratio_theta_beta,ratio_alpha_beta,ratio_alpha_delta,relative_time_quantile,time_match_rank,evt_active_fraction,evt_burst_duration_median_s,evt_interburst_gap_median_s
brux1,bruxism,brux1.edf,EMG1-EMG2,3,2510.0,2540.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,4.128745979123272,6.875735873246494e-05,-0.000513560902765,0.9687440659297666,1.072420793930665,6.888223473432212e-05,0.15951546248988244,-0.9538887181063638,0.1737394940600521,1.6884893881639265,41.896393451566645,0.3752168763494065,4.538999248967554,4.871965065823526e-06,0.3502926741959512,4.906878594178808e-06,0.3528029453181684,2.63221037724138e-06,0.1892550540968134,1.49696767260864e-06,0.1076314797290798,1.177429300796409,1.9551147669744195,1.1777231442669323,2.0836538838703245,1.2741424905814307,0.0292317708333333,0.4333333333333333,-0.046976357626215874,3.277878797227465,1.7583615367287435,0.540276939936647,0.1,1,0.9567057291666666,2.716796875,0.1015625
brux1,bruxism,brux1.edf,EMG1-EMG2,6,3260.0,3290.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,4.999308584868365,5.531626921322024e-05,-0.0003687432594762,1.0185712658083246,0.8539562964150578,5.554326066311528e-05,-0.4857376782334658,-1.0166000614817094,0.1867808491614552,5.481724563149178,62.940066747731706,0.479595525268721,3.678836083147251,4.127260514989849e-06,0.5243824723703537,1.9690895947017952e-06,0.2501795237393695,1.166746471413502e-06,0.1482391036589807,6.071615656735494e-07,0.0771419399816911,0.820083031571686,1.2894889916703056,0.8204491038996803,1.3353929580766917,0.7258575094185693,0.0284505208333333,0.4,0.8766100452938144,3.2431064580272024,1.9216408570249044,0.2826927127996843,0.2,2,0.9571614583333333,2.478515625,0.091796875
brux1,bruxism,brux1.edf,EMG1-EMG2,8,4280.0,4310.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,4.139360439663543,4.590232184936564e-05,-0.0004445855868888,0.9687440659297666,0.9516749479083574,4.609011995422309e-05,-0.24697224793431852,-0.8899477405471872,0.1927738151513696,3.2905322292805628,63.51007876257442,0.5327969116152772,3.3976404688713204,1.3613346923681985e-06,0.2904881718990398,2.775264559169432e-06,0.5921993561530982,2.3276446451426305e-07,0.0496684056895535,3.1684214765678e-07,0.0676093078134014,0.5478110605278858,0.8235868190780923,0.5457260268724079,0.9054645223810427,0.44823007242825347,0.0361979166666666,0.6333333333333333,0.9015004967528517,8.759139463275394,0.7346385770822564,0.1709825407514903,0.2666666666666666,3,0.9585286458333333,2.443359375,0.1015625
brux1,bruxism,brux1.edf,EMG1-EMG2,11,5870.0,5900.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,-0.017748721223505345,6.643762897080244e-06,-7.770405054019409e-05,-1.1351638752800537,-1.170460009616881,6.6437629306248365e-06,1.6594437925312602,1.084229941592376,0.9951202444605124,0.3055378461091761,29.659883187917544,0.8274904761265581,1.305000360131189,6.364176089560456e-10,0.0254484657611797,6.108483665780464e-10,0.0244260270667772,1.395781894630539e-09,0.0558132070133105,2.2346756641122e-08,0.8935809808717707,-1.336009633832415,-1.0598432339630404,-1.3295286509876507,-1.0461152887209446,-1.305471565033363,0.0825520833333333,17.333333333333332,-1.1431551989166464,0.0273349898774114,0.0624601554957667,2.1931855357052803,0.3666666666666666,4,0.3416015625,1.06640625,0.109375
brux1,bruxism,brux1.edf,EMG1-EMG2,14,8210.0,8240.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,3.95482937444922,4.481875619724934e-05,-0.000390320935726,0.9189168660514573,0.8216327402895403,4.4994410540050485e-05,-0.159515462489883,-0.9883184752536119,0.2421673665416425,3.95370702871226,70.20207392530716,0.5922447834041699,3.0254792999996125,1.894443242394144e-06,0.3992362930451154,1.6079764582180598e-06,0.3388660827185817,7.528580583981334e-07,0.1586578334456534,4.895749335959319e-07,0.1031733637000581,0.6874275983022563,0.7533390610791474,0.6883056303507745,0.7888636737877901,0.038797999417043795,0.0352864583333333,0.7,1.0984995032471483,3.2844337973095548,1.5377790134563971,0.3974033328370886,0.4666666666666667,5,0.9662109375,2.248046875,0.095703125
brux1,bruxism,brux1.edf,EMG1-EMG2,16,8270.0,8300.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,-1.2096997861612448,5.059027975803869e-05,-0.000507517932613,1.0185712658083246,1.0968905273281477,5.060433524253512e-05,1.37945477382662,-0.6932062711343377,0.3708528990481874,1.5726981826319637,66.06948221853536,0.4642202470965727,3.8040485020917263,2.1274576822056376e-06,0.5137615829796053,1.3311762432731755e-06,0.3214668943543128,4.140988604682977e-07,0.1000010894899104,2.680094449864722e-07,0.0647218310669204,1.2393918733828209,1.001215433502173,1.2381639325529465,1.1850250766219808,-0.038797999417043795,0.059765625,1.4666666666666666,4.684893376783781,4.966900488676311,1.545090548914048,0.1946449341539811,0.5333333333333333,6,0.8098958333333334,0.888671875,0.291015625
brux1,bruxism,brux1.edf,EMG1-EMG2,19,8570.0,8600.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,-0.016739334111102237,1.841044648878294e-06,-7.233252151620581e-06,-1.3511830162165999,-1.4457712240207883,1.841044680599571e-06,-2.122135327458819,0.6932062711343376,2.221598415988328,0.1267327491227023,0.0396821536559182,0.6282115563481073,1.4553094782810356,4.020991303444079e-12,0.0014698276441587,7.605857808903179e-11,0.0278023482803643,1.7980563250728535e-10,0.0657259042088198,2.4713091933412142e-09,0.9033589718349844,-1.6225196454872524,-1.2963012860884353,-1.6154438002166356,-1.305480709477891,-3.2188326605324216,0.1592447916666666,38.06666666666667,-1.9421872582752495,0.0307766338157794,0.0727572385486042,44.71674244937494,0.6333333333333333,7,0.3712890625,0.3828125,0.6328125
brux1,bruxism,brux1.edf,EMG1-EMG2,22,9680.0,9710.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,-0.017488426515385607,7.527468201142994e-06,-0.0001469845669291,-1.1339485777220422,-1.0483250520916427,7.52746821216389e-06,-0.6205452261733799,1.011681524746388,0.519159347910045,-4.195143178796377,97.72944962492956,0.4806170757421996,2.132987456576038,9.808091924843949e-08,0.3227647305968333,1.0169036950768024e-07,0.3346427110384272,5.504289493820168e-08,0.1811351819715038,4.9054344833664895e-08,0.1614280587515387,-1.440077731416383,-0.9987845664978272,-1.4332587983545975,-0.9538847112790554,0.09802268854614447,0.0423177083333333,5.766666666666667,-1.544095530337759,2.0730145281217256,1.1220799120820582,0.5611988076781553,0.7333333333333333,8,0.24791666666666667,0.7041015625,0.322265625
brux1,bruxism,brux1.edf,EMG1-EMG2,24,11630.0,11660.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,0.0014395688246772792,1.426099566020063e-05,-0.0001900788793261,-0.9189168660514575,-0.8216327402895404,1.42610076865295e-05,9.050730183256432,1.1291115893021824,0.802572415011167,0.0104746334703912,26.19557247037797,0.6991098737254591,1.4412790018900574,1.226642709713666e-08,0.0954084274219448,3.8478093115200255e-08,0.2992831021816751,2.9341223109336524e-08,0.2282164099888293,4.839851710045445e-08,0.3764442872844655,-0.5478110605278854,-0.7533390610791473,-0.5457260268724079,-0.7888636737877902,-1.7500250916584335,0.087109375,18.966666666666665,0.046976357626215874,0.7950262822172077,0.6062421922646266,2.3919942520333093,0.8,9,1.0,30.0,3.0
brux1,bruxism,brux1.edf,EMG1-EMG2,27,12140.0,12170.0,SLEEP-S2,S2,EEG-Fp2-F4,none,15360.0,30.0,-0.001439568824677276,1.0923358129341051e-05,-0.0001713090477934,-0.9814287341916753,-0.8984612918736848,1.0923369328150796e-05,6.980964944887018,1.1899784814017826,1.3371988079750643,0.2506784125502482,28.03940893376761,0.7531861270425806,1.3786666110719796,1.1766420071571772e-08,0.1525699204610933,6.037050355090767e-09,0.0782797390279451,8.564792692744151e-09,0.1110558463788701,5.075061612897716e-08,0.6580606011897385,-0.8225706992035908,-0.9001829653354549,-0.822276855733068,-0.9317308229072523,-1.8794483688879766,0.0844401041666666,18.266666666666666,-0.47107266561498184,0.11895521307068,0.168762339179837,0.7279013192327797,0.9,10,0.9901041666666667,3.71875,0.09375
brux2,bruxism,brux2.edf,EMG1-EMG2,11,4800.0,4830.0,SLEEP-S2,S2,ROC-LOC,none,7680.0,30.0,0.00027221946691082443,3.38645750293857e-06,-5.13047459179002e-05,0.26978193146417445,0.18702734147759684,3.386457516054652e-06,-0.26798827258073604,-0.46153846153846034,1.4789157806146276,-0.0977996733484087,56.26104566069759,1.401704634416161,1.1382408928644732,6.7436660784584646e-12,0.0037879027186576,3.583878846686877e-11,0.0201305703289032,1.2908993371611323e-10,0.0725095378664377,1.5984823134924711e-09,0.8978640743119838,-0.18012711001547727,-0.19879746405322965,-0.17925078918929602,0.13566108167040136,0.21548390741320436,0.0549479166666666,8.366666666666667,-0.4306647242619234,0.0224205098576072,0.0807578117233395,19.142397060327447,0.1,1,0.4373697916666667,0.4609375,0.32421875
brux2,bruxism,brux2.edf,EMG1-EMG2,21,7620.0,7650.0,SLEEP-S2,S2,ROC-LOC,none,7680.0,30.0,-0.0002046613510351498,8.808639232066918e-07,-5.066381809858081e-06,-1.5906542056074766,-1.5628272251314164,8.808639413594834e-07,-1.8503566505992093,-2.519893899204244,1.97348478483646,-0.3057473338091835,1.4644684354655926,0.0,0.0,2.0607084906825004e-11,0.0375473907657658,3.3511549510958956e-11,0.0610601281230976,7.653881878582779e-11,0.1394584896745785,4.1769062667291176e-10,0.7610583083341023,-1.3233411381999292,-2.034774436075907,-1.3207735475237392,-1.6121789624800584,-2.008494389308455,0.1407552083333333,23.433333333333334,-1.8175297878544052,0.0802305519228264,0.1832428450585375,3.7141992247762494,0.1909090909090909,2,0.0,0.0,3.0
brux2,bruxism,brux2.edf,EMG1-EMG2,31,12180.0,12210.0,SLEEP-S2,S2,ROC-LOC,none,7680.0,30.0,0.006956498931786972,4.756004826035066e-06,-4.489546772470624e-05,-0.2697819314641742,-0.18702734147759711,4.756009951440464e-06,1.890183932033904,1.5384615384615374,2.083690042262492,-0.1431614953904818,6.232007511819409,1.3315752101782112,1.183865139435112,1.0152886249356347e-10,0.0228964936695998,1.1245575673665072e-10,0.0253606950673166,3.9480421701091565e-10,0.0890350983307317,3.8191685850244725e-09,0.8612877873589028,1.379041511117416,0.19879746405322965,1.3750021874996008,-0.13566108167040136,-1.3481514423668826,0.118359375,21.6,1.4576780946292878,0.0294450884356366,0.1033743884883745,3.888590961372631,0.2818181818181818,3,0.9971354166666667,14.95703125,0.08203125
brux2,bruxism,brux2.edf,EMG1-EMG2,40,13050.0,13080.0,SLEEP-S2,S2,ROC-LOC,none,7680.0,30.0,0.012222057963273815,2.0005895517437985e-06,-2.041812910117504e-05,-0.8006230529595014,-0.9013961605587346,2.000627043037156e-06,-1.2338261289393129,-1.3899204244031813,1.6562171874202911,0.091016748331219,23.577111796240764,1.1461033903114637,1.3074588707343484,9.804568643918872e-12,0.012602581306966,2.1179117614944775e-11,0.0272231815030113,1.2522233868366408e-10,0.1609580963756237,6.209848032503414e-10,0.7982004877090318,-0.8203154546326726,-1.1939983774229628,-0.821755212413914,-0.7274837237293756,-0.21548390741320436,0.066015625,8.866666666666667,-1.1521185893148227,0.0341056938979659,0.2016512127643522,12.77183558313208,0.3636363636363636,4,0.1078125,0.453125,0.44921875
brux2,bruxism,brux2.edf,EMG1-EMG2,50,14010.0,14040.0,SLEEP-S2,S2,ROC-LOC,none,7680.0,30.0,0.00019273933058650236,4.091334524174781e-06,-7.831527544636045e-05,0.47165109034267916,0.7961023851073896,4.0913345300130975e-06,-0.19599624660286122,-1.0026525198938967,0.9633198953338936,-0.9968139888377886,55.74667393454941,1.3711915816795113,1.1370895736082265,8.476264682639994e-12,0.008081026806638,3.5157320846152306e-11,0.0335179778882087,1.2353776265217174e-10,0.1177773475701987,8.81214396107918e-10,0.8401244444298712,-0.13052570434800087,0.4292565235197735,-0.1302543918673828,0.7171058384542777,0.997990369272927,0.06171875,7.933333333333334,0.2560965624590722,0.0398964440452091,0.1401903591201007,14.57455226772072,0.4545454545454545,5,0.34596354166666665,0.86328125,0.6171875
brux2,bruxism,brux2.edf,EMG1-EMG2,60,15150.0,15180.0,SLEEP-S2,S2,ROC-LOC,none,7680.0,30.0,-0.0006775681621649114,3.281018739546238e-06,-1.785441782389745e-05,-0.709657320872274,-0.9077952297850315,3.2810188042763263e-06,0.7585269084311201,0.9973474801061032,2.013004980924028,0.0385658840351924,1.891781981492,1.3428803174658328,1.168083995205947,8.417602639788076e-12,0.0034935857747853,4.039100014416588e-11,0.0167636118704413,1.1074787012694171e-10,0.0459640589155912,2.249187795614986e-09,0.9334879328277592,0.5261851003704959,-0.8060016225770371,0.5257926519478751,-1.1526141472857643,-2.0056182016036925,0.143359375,29.133333333333333,0.24246898835346112,0.0179580381073168,0.0492390499107525,13.156699700157136,0.5454545454545454,6,0.9921875,10.25,0.09765625
brux2,bruxism,brux2.edf,EMG1-EMG2,70,18720.0,18750.0,SLEEP-S2,S2,ROC-LOC,none,7680.0,30.0,-0.0004351537463757178,6.444613992351423e-06,-8.695254082099801e-05,1.2853582554517133,1.3406050029079628,6.4446140053502684e-06,1.3900749122000922,0.4774535809018569,0.7347915444676942,-0.596277446515849,40.5622854530446,1.3671177339845075,1.1679168331352403,1.1601813787326643e-09,0.0567814777577741,9.83711932895838e-10,0.0481447282827427,2.4068598360118366e-09,0.1177962866408642,1.5877471004435046e-08,0.7770735535100944,1.0558639477985723,2.063701126044449,1.056510904896862,2.3166432721336494,1.0020096307270732,0.0686197916666666,9.733333333333333,2.0748515450726215,0.0619564622489978,0.1515896225122709,2.074554789563158,0.6363636363636364,7,0.5483072916666667,0.478515625,1.5546875
brux2,bruxism,brux2.edf,EMG1-EMG2,79,19410.0,19440.0,SLEEP-S2,S2,ROC-LOC,none,7680.0,30.0,-0.00019273933058650236,1.972580374869857e-06,-9.735998779185106e-06,-1.2778816199376946,-1.3278068644565149,1.9725803819312613e-06,-0.7661738710606872,-0.4031830238726766,2.284389493601628,-0.2661329295138727,1.4083284124467277,1.175805617244964,1.31164031685309,8.976731790715548e-12,0.0045622623787202,7.278012828130198e-11,0.0369891903776871,2.7294984723875456e-10,0.1387218475907626,1.6118247410876362e-09,0.81918091670737,-0.4918743058320809,-1.4665589998079944,-0.49086363922497894,-1.4337164993358813,-2.0578261768503516,0.1338541666666666,25.03333333333333,-0.8478814106851773,0.0451538721462923,0.1693421376908335,30.40637211875497,0.7181818181818181,8,0.7,0.5625,0.181640625
